itemname	itemprice	size	brand
פסטה אלבו 500גרם MANTINI	6.9		
פסטה אסם תלתלים 500 גרם	5.9		
פסטה בוקאטיני 500 גרם	7.9		
פסטה בלונז 400 גרם	34.9		
פסטה ג'מלי 500 ג	8.2		
פסטה גירנדולה מס34 500ג	7.9		
פסטה טורטיליוני ברילה	7.9		
פסטה טריפוליני 500גרם	14.9		
פסטה לומקה ריגטה 500 גרם	7.9		
פסטה לינגוויני 500 גרם	8.2		
פסטה לינגוויני מוריני	7.9		
פסטה מאפלדה 400 גרם	7.9		
פסטה מוריני 500 גרם	7.9		
פסטה מזי ריגטוני 500 גרם	8.2		
פסטה מסולסלת אסם 500 גרם	5.9		
פסטה מקמח עדשים 250ג	18.9		
פסטה מקרוני 7 500 גרם	5.9		
פסטה נקניקיות350ג	19.9		
פסטה ספגטי מס 8 אסם 500ג	5.9		
פסטה עדשים אדומות 250גר	16.9		
פסטה עם בזיליקום 400 גרם	14.9		
פסטה עם לימון 400 גרם	14.9		
פסטה עם רוטב גבינה156ג	11.5		
פסטה פוזילי MANTANINO	7.9		
פסטה פוזילי PUMINO	8.9		
פסטה פוזילי ללא גלוטן400	13.5		
פסטה פוזילי מס98' 500גרם	7.9		
פסטה פוסילי 500ג MANTINI	6.9		
פסטה פוסילי הרדוף 500גרם	14.9		
פסטה פוסילי מוריני 500ג	7.9		
פסטה פוסיליני ענק 500גרם	15.9		
פסטה פנה 500 גרם MANTINI	6.9		
פסטה פנה חיטה מלאה 500ג	16.5		
פסטה פנה ללא גלוטן400ג	13.5		
פסטה פנה מוריני 500ג	7.9		
פסטה פנה ריגטה 500 גרם	8.2		
פסטה פנה ריגטה MANTANINO	7.9		
פסטה פנה ריגטה PUMINO	8.9		
פסטה פפרדלה דה צ'קו500גר	14.9		
פסטה פרפאלה פנה דורום	8.9		
פסטה פרפלה 400 גרם	6.9		
פסטה פרפלה 500 גרם	7.9		
פסטה צדפים גדולים 500 גר	5.9		
פסטה צינורות 500 גרם	5.9		
פסטה קוואדרטו 500 גרם	8.2		
פסטה קונכיות ענק 500 גרם	15.9		
פסטה קונצ'יליה ריגטי 500	7.9		
פסטה קונקילי ריגטה500ג	8.9		
פסטה קוסקוס קונגאק 270 ג	13.5		
פסטה קרניים בינוניות500ג	5.9		
פסטה רג'יה 07 מפלדינה500	8.2		
פסטה רג'יה 58 חונקי 500	8.2		
פסטה רג'יה 609 500 גרם	8.2		
פסטה רג'יה 84 פרפר 500 ג	8.2		
פסטה רג'יה 94 חצי ירח500	8.2		
פסטה רג'יה609 500 גרם	8.2		
פסטה רג'יה614 500 גרם	8.2		
פסטה רגיה 107 500 גרם	8.2		
פסטה רגיה 83 פרפר 500 ג	8.2		
פסטה רדיאטורי 500 גרם	8.2		
פסטה רומו לינגוינה 500גר	8.9		
פסטה רומו ספגטי 500 גרם	8.9		
פסטה רומו פוזילי 500 גרם	8.9		
פסטה רומו רדיאטורי 500גר	8.9		
פסטה ריגוטיני 500 גרם	8.2		
פסטה שב.שועל פטוציני270ג	13.5		
פסטה שיב.שועל נודלס270 ג	13.5		
פסטה+טונה בשמן זית 160ג	15.9		
פסטה+פיטריות פורציני400	14.9		
פסטו 180 גרם	14.9		
פסטו בזיליקום 180 גרם	14.5		
פסטו בזיליקום פרווה190גר	18.5		
פסטו בזיליקום+גבינה190ג	18.5		
פסטו ביתי 180 גרם	17.7		
פסטו כוסברה 180 גרם	14.5		
פסטו עגבניות+גבינה190גרם	18.5		
פסטו קלאסי 220 גרם	19.5		
"פסטלים תפו""א 1קג משלוש י"	25.9		
פסטרמה 4 פלפלים 350ג	27.9		
פסטרמה איטלקי מילנו משקל	100.0		
פסטרמה איטלקית במשקל	106.0		
פסטרמה אמיתית גחלים משקל	96.0		
פסטרמה אקסטרה מעושנת דק	16.5		
פסטרמה בדבש דק דק דק	16.5		
פסטרמה בדבש דק דק יחיעם	15.9		
פסטרמה בדבש זוגלובק 250ג	15.9		
פסטרמה בדבש זוגלובק 330ג	31.3		
פסטרמה בדבש טהור	106.0		
פסטרמה בסגנון רומני 250ג	34.9		
פסטרמה ברביקיו 350 גרם	27.9		
פסטרמה ברביקיו דק דק דק	16.5		
פסטרמה ברביקיו זוגלובק	31.3		
פסטרמה ברביקיו יחיעם 300	32.5		
פסטרמה ברביקיו מופחת360ג	32.9		
פסטרמה ברביקיו משקל	96.0		
פסטרמה ברבקיו דק דק יחיע	15.9		
פסטרמה גחלים 120 גרם דק	16.5		
פסטרמה גחלים זוגלובק 250	15.9		
פסטרמה גחלים זוגלובק 330	31.3		
פסטרמה גריל מנתח שלם 300	27.9		
פסטרמה דבש נתח שלם 300 ג	27.9		
פסטרמה דק דק ברביקיו110ג	15.9		
פסטרמה דק דק דבש 110 גרם	15.9		
פסטרמה הודו בדבש 400 גרם	32.9		
פסטרמה הודו בדבש משקל	96.0		
פסטרמה הודו ברביקיו לבגט	96.0		
פסטרמה הודו מהמעשנה	27.9		
פסטרמה הודו מעושנת במשקל	96.0		
"פסטרמה הודו מעושנת ק""ג"	100.0		
פסטרמה הודו רומני במשקל	106.0		
פסטרמה ונקניק-קצוות משקל	29.0		
פסטרמה חרמון+תה 400+400ג	24.9		
"פסטרמה כפרית ק""ג"	106.0		
פסטרמה כפרית+סלמי 2*400ג	29.9		
פסטרמה כתף בקר מעושן 400	35.9		
פסטרמה כתף בקר מעושנת	39.9		
פסטרמה מעושנת חזה הודו	70.0		
פסטרמה מקסיקנית זוגלובק	106.0		
פסטרמה מקסיקנית צ'לי-משק	70.0		
פסטרמה סגנון איטלקי משקל	96.0		
פסטרמה ספרדית במשקל	100.0		
פסטרמה על גחלים 400 גרם	32.9		
פסטרמה על גחלים משקל	100.0		
פסטרמה פרגיות במשקל	106.0		
פסטרמה פרגיות לבאגט	17.9		
פסטרמה פרגיות לבגט במשקל	100.0		
פסטרמה פרגית זוגלובק 250	15.9		
פסטרמה פרוסות 160 גרם טב	25.9		
פסטרמה צלעות אסאדו עלהאש	31.9		
פסטרמה רוסטביף יחיעם 150	31.9		
פסטרמה שום וצילי 400 גר	32.9		
פסטרמה של פעם 200 גרם	26.5		
פסטרמה של פעם 250גרם	32.5		
פסטרמה של פעם 300גרם	29.9		
פסטרמה של פעם במשקל	106.0		
פסטרמה של פעם דק דק יחיע	15.9		
פסטרמה של פעם משקל	96.0		
פסטרמה100%טבעי יחיעם 250	32.5		
פסיפלורה יחידה	17.9		
פסק זמן ביג בייט52ג	5.9		
פעולה משולשת קרם יום 50מ	53.0		
פעולה משולשת קרם לחות50מ	53.0		
פפאיה מיובשת	35.0		
"פפסי בקבוק 500 מ""ל"	4.9		
פפסי זירו 1.5 ליטר	6.9		
"פפסי זירו בקבוק 500 מ""ל"	4.9		
"פפסי זירו מארז 6*500 מ""ל"	19.9		
"פפסי זירו פחית 6*330מ""ל"	19.9		
"פפסי פחיות 330*6 מ""ל"	19.9		
פפסי קולה 1.5 ליטר	6.9		
פפסי קולה 1.5*6 ליטר	35.9		
פפריקה בשמן בשקית 80 גרם	6.9		
פפריקה הונגרית חריפה100ג	12.9		
פפריקה הונגרית מתוקה100ג	12.9		
פפריקה חריפה במיכל100גרם	11.9		
פפריקה חריפה בשקית 80גרם	6.9		
פפריקה חריפה מיכל 100 גר	10.0		
פפריקה מעושנת במיכל90ג	11.9		
פפריקה מרוקאית חריפה100ג	12.9		
פפריקה מרוקאית מתוקה100ג	12.9		
פפריקה מרוקאית מתוקה90ג	9.9		
פפריקה מתוקה במיכל 40גרם	5.5		
פפריקה מתוקה במיכל100גרם	11.9		
פפריקה מתוקה בשמן	19.9		
פפריקה מתוקה בשמן 300גר	14.9		
פפריקה מתוקה בשמן 400 גר	23.9		
פפריקה מתוקה בשקית 80גרם	6.9		
פפריקה מתוקה בשקית80גרם	5.9		
פפריקה מתוקה מיכל 100ג	10.0		
פפריקה מתוקה מיכל 400 גר	23.9		
פפריקה מתוקה מרוקאית80ג	6.0		
פצירת אקריל	8.9		
"פצפוצי אורז ללת""ס 450 גר"	22.9		
פקאן בציפוי שוקולד חלב 1	19.9		
פקאן טבעי 150 גרם	25.9		
פקאן טבעי 200 גרם	23.9		
פקאן סיני	119.0		
פקאן סיני 150 גרם	19.9		
פקאן סיני 160 גרם	19.9		
פקאן סיני בשקית 200 גרם	25.9		
פקאן קלוף קלוי	126.0		
פקאן קשיו בטעמים במשקל	130.0		
פקורינו 36%משולש במשקל	179.0		
פקורינו פרוס 34% 150גר	26.5		
פקורינו רומנו צאן 30%	179.0		
פרג שופרסל 100 גרם	5.9		
פרגיות עוף טרי ארוז	59.9		
פרגיות עוף טרי ארוז דיל	59.9		
פרגיות עוף טרי שופרסל	59.9		
פרגיות פטם ארוז קפוא	59.9		
פרגית ממולאת באורז מתקתק	59.9		
"פרדיסו אדפ לאישה 100 מ""ל"	199.0		
פרה קראנצ' אגוזים 100 גר	8.5		
פרה קראנצ' בראוניז 100 ג	8.5		
פרו קראנ' פצפוץ ש.לבן178	6.9		
פרובנציאל מטיאס 200 גרם	22.9		
פרודונטקס הגנה מלבינה75מ	27.9		
"פרודונטקס מי פה 500 מ""ל"	24.9		
פרודונטקס שיקום חניכיים	27.9		
"פרוויטה תפו""ע וליים750מ"	14.2		
פרוול נוזל כביסה סגול2.5	39.9		
פרוט ווטר אבטיח 1.5 ליטר	8.5		
פרוט ווטר אננס 1.5 ליטר	8.5		
פרוט ווטר אפרסק 1.5 ליטר	8.5		
פרוט ווטר ענבים 1.5 ליטר	8.5		
פרוט&ווג אננ.בננ.כורכו1ל	12.9		
פרוט&ווג אננס תפוח גזר1ל	12.9		
פרוט&ווג' מנגו תפוח בננה	12.9		
פרוט&ווג' תפוז גזר 1 ל	12.9		
פרוט&ווג' תפוח אוכמניות	12.9		
פרוטאין קולור 1-0שחור 60	19.9		
פרוטאין קולור 5 חום	19.9		
פרוטאין קולור מס5.4'	19.9		
פרוטאין קולור מס7	19.9		
פרוטאין קולור6 בלונד כהה	19.9		
פרוטאין קלור מס7.3'	19.9		
פרוסות בולגרית5%מעודנ200	25.3		
פרוסות בסגנון גאודה200 ג	21.9		
פרוסות בסגנון צ'דר200גרם	21.9		
פרוסות גאודה עמק 200 גרם	19.9		
פרוסות גב.סקנדינבית 170ג	22.9		
פרוסות גבינת צ'דר 150גרם	23.9		
פרוסות מוצרלה 150 גרם	16.9		
פרוסות נקניק ברביקיו 60	13.9		
פרוסות קלאסי 9% 200 גרם	22.9		
פרורי לחם	21.9		
פרושוטו עגל 100 גרם	33.9		
פרחי כרובית שטופים 400גר	16.9		
פריגורט עיזים פ.יער 500ג	19.9		
פריגורט עיזים פרג 500 גר	19.9		
פריגורט תות אורגני 500 ג	19.9		
פריגת אפרסק 1.5 ליטר	8.5		
פריגת אשכוליות 1.5 ליטר	8.5		
פריגת אשכוליות לייט 1.5	8.5		
פריגת דיאט ט.לימונענע1.5	8.5		
פריגת לימון פריז 280 מל	12.9		
פריגת לימונענע 1.5 ליטר	8.5		
פריגת מיקס תות-בננה1.5ל	8.5		
פריגת מנגו 1.5 ליטר	8.5		
פריגת נענע פריז 280 מל	12.9		
פריגת ענבים 1.5 ליטר	8.5		
"פריגת ענבים 500 מ""ל"	6.9		
פריגת ענבים מרלו 1.5 ליט	8.5		
"פריגת פרי תפוח 200 מ""ל"	15.5		
פריגת קרטונית פירות200מל	15.5		
פריגת קרטיב בטעם אננס	8.5		
פריגת קרטיב בטעם משמש	8.5		
פריגת קרטיב בטעם פטל	8.5		
פריגת תפוזים 1.5 ליטר	8.5		
"פריגת תפוזים 500 מ""ל"	6.9		
פריגת תפוזים מרוכז קפוא	12.9		
פריגת תפוחים 1.5 ליטר	8.5		
פריכ.אורז מלא+קינואה110ג	9.9		
פריכ.דקות 3דגנים+קינו80ג	12.9		
פריכ.דקות דגנים+קטניות80	12.9		
פריכ.טעימות תירס דקות135	12.5		
"פריכ.כוסמת לל""ת מלח 160ג"	8.9		
פריכ.משולש תפוא אפונה 30	6.5		
פריכונים מאורז מלא 140גר	9.9		
פריכונים תירס+שומשום 80ג	9.5		
פריכונים-אורז דל נתרן140	9.9		
פריכיות אורז מלא 110 גרם	8.9		
פריכיות אורז מלא 310 גרם	16.9		
פריכיות אנרג'י שוק.חלב70	9.9		
פריכיות דק.פיטנס3דגנ120ג	13.5		
פריכיות דקות אורז מלא100	9.9		
פריכיות דקות דל נתרן100ג	9.9		
פריכיות דקות כוסמת 100ג	9.9		
פריכיות דקות קצח 100 גרם	9.9		
פריכיות דקות תירס 100 גר	9.9		
פריכיות דקות+קינואה120גר	13.5		
פריכיות טעימות 3דגנים135	12.5		
פריכיות טעימות חלבון135ג	12.5		
פריכיות כוסמת 160ג ARDO	11.9		
פריכיות כוסמת אורגני160ג	13.9		
פריכיות כוסמת אורגנית160	12.9		
פריכיות כוסמת ללא מלח160	12.9		
פריכיות מיני פיט 30 גרם	6.5		
פריכיות משולש ברביקיו30ג	5.9		
פריכיות משולש מלח ים30גר	5.9		
פריכיות משולש תפוא סלק30	6.5		
פריכיות פלפל שחור30 גרם	6.5		
פריכיות קינואה 200 גרם	14.9		
פריכיות תחתית חלב 80גרם	9.9		
פריכיות תחתית שוק.מריר70	9.9		
פריכיות תירס 150גרם כשלפ	14.9		
פריכיות תירס אורגני150גר	14.9		
פריכיות תירס ט.טבעי 130ג	11.3		
פרילי טבע גרנולה 200 גרם	5.8		
פרילי תות 1.5% 125 גרם	4.5		
פרילי+תות שדה1.5% 500ג	12.5		
פרימור לימונענע 1 ליטר	16.6		
פרינגלס אורגינל 149 גרם	12.9		
פרינגלס ברביקיו 158 גרם	12.9		
פרינגלס שמנת בצל 158 גרם	12.9		
פרינוק בננה ושיבולת 190ג	6.2		
פרינוק ג'ונ.לפתן פירו190	6.2		
פרינוק גונ.סלט פירות190	6.2		
"פרינוק גונ.תפו""ע+בננ190"	6.2		
פרינוק פאוצ' סלט פירו120	6.2		
פרינוק פירות ושיבולת190ג	6.2		
פריניר עגב.מרוסקות 230ג	5.9		
פריניר רוטב לפסטה 240גר	5.9		
פריניר רוטב לשקשוקה 230ג	5.9		
פריניר רוטב עגב קלאסי240	5.9		
פריניר רוטב פיצה 240גר	5.9		
פריסקיז אקסטרא קראנץ1.43	35.9		
פריסקיז חתול מעדני הים	159.9		
פריסקיז יבש ברבקיו1.43קג	38.9		
פריסקיז ירוק 7.2	159.9		
פריסקיז מיקס אורגינל60ג	12.9		
פריסקיז מיקס מעדני ים60ג	12.9		
פריסקיז מעדן לחתול1.42קג	38.9		
פריסקיז מעדני החתול	159.9		
פריסקיז מעדני הים 1.43קג	38.9		
פריסקיז סלמון ועוף1.43קג	38.9		
פריסקיז פאוצ' בקר 85גרם	4.9		
פריסקיז פאוצ' ברווז 85 ג	4.9		
פריסקיז פאוצ' הודו 85 גר	4.9		
פריסקיז פאוצ' עוף 85גרם	4.9		
פריסקיז פטה דג 156גרם	6.9		
פריסקיז פטה הודו 156 גרם	6.9		
פריסקיז פטה מיקס 156 גרם	6.9		
פריסקיז פטה סלמון 156 גר	6.9		
פריסקיז קרייזי צ'יז 60גר	12.9		
פריפלצת אגס 120 גרם	4.7		
פריפלצת אגס גזר דלעת 120	4.7		
פריפלצת בננה 120 גרם	4.7		
פריפלצת דלעת בטטה 120 גר	4.7		
פריפלצת מיקס פירות 120 ג	4.7		
פריפלצת מנגו בננה 120 גר	4.7		
פריפלצת תפוח 120 גרם	4.7		
פריפלצת תפוח בננה 120 גר	4.7		
פריקה 500 גרם סוגת	10.0		
פרכיות כוסמת 160 גרם	8.9		
פרל מסכות לשיער צבוע 500	30.9		
פרל מרכך לשיער יבש 500מל	20.9		
פרל שמפו לשיער מוחלק500מ	20.9		
פרל שמפו לשיער צבוע500מל	20.9		
פרל שמפו שיער בלונד250	30.9		
פרלינים במשקל	99.0		
פרלמנט בלו ארוך חפיסה	50.0		
פרלמנט בלו ארוך פאקט	495.0		
פרלמנט בלו קצר חפיסה	50.0		
פרלמנט נייט קצר חפיסה	50.0		
פרלמנט סוהו חפיסה	42.5		
פרלמנט סופר סלימס חפיסה	50.0		
פרלמנט סופר סלימס פאקט	495.0		
פרמזן מגורדת במשקל	149.0		
פרמזנו מגורדת	16.5		
פרנה לחם מרוקאי 400 גרם	17.5		
פרסיל קאפס יוניברסל 29יח	39.9		
פרסיל קאפס יוניברסל44יח	56.9		
פרסיל קאפס קולור44יח	56.9		
פרפלה לה מוליזינה 500 גר	8.2		
פרצל שומשום קפוא 280גרם	16.9		
פררו רושה קולקשיין 172גר	24.9		
פררו רושה קונוס 212 גרם	39.9		
פררו רושה שלשה 38 גרם	8.9		
פשתן טחון - טבע	10.9		
פשתן טחון אורגני 300 גרם	10.9		
פת פריכ.כוסמ.קינוא100ל.ג	15.9		
פת פריכה מקמח מלא 260גרם	15.9		
פת פריכה קלה ק.שיפון270ג	15.9		
פת פריכה קמח שיפון 250ג	16.9		
פת פריכה קמח שיפון 275 ג	15.9		
פתי בר אצבעות שוקולד180ג	12.9		
פתי בר בטעם שוקולד 470גר	9.9		
פתי בר וניל 470 גרם	9.9		
פתי בר כוסמין 400 גרם	23.9		
פתי בר ל.גלוטן קלאסי200ג	12.9		
פתי בר לל.גלוטן שוקו200ג	12.9		
פתי בר פינוקי שוקו 220ג	12.9		
פתי בר קמח מלא אורגני400	20.9		
פתיבר פינוקי וניל 220גרם	12.9		
פתיבר פינוקי שחור לבן220	12.9		
פתיבר קוקיז בטעם קרמל155	11.5		
פתיבר קוקיז בטעם שוקו155	11.5		
פתיתי גבינה השף הלבן500ג	25.9		
פתיתי עמק 28% 200 גרם	18.2		
פתיתי עמק 28% 500גרם	38.9		
פתיתי פרמזן לפסטה 100גרם	15.2		
פתיתי קוסקוס 350 גרם	8.7		
פתיתי ש.שועל דקה 400ג	17.9		
פתיתי ש.שועל עבה400ג	17.9		
פתיתים אורז שופרסל 500גר	5.9		
פתיתים אורז500ג סוגת	6.5		
פתיתים אפויים אורז 500 ג	6.9		
פתיתים אפויים כוכבים500ג	6.9		
פתיתים אפויים קוסקוס500ג	6.9		
פתיתים בצורת אורז ללג200	13.5		
פתיתים טבעות 500 גרם	6.9		
פתיתים טבעות שופרסל500גר	5.9		
פתיתים כוכבים 500 גרם	5.9		
פתיתים לבבות שופרסל500גר	5.9		
פתיתים ללא גלוטן 300 גרם	19.5		
פתיתים קוסקוס שופרסל500ג	5.9		
פתיתים קוסקוס500ג סוגת	6.5		
צ'אי קרמל מלוח 25 שק2*ג	22.9		
צ'דר 200 גרם	26.5		
צ'ונגו שומשום 600 גרם	39.9		
צ'ופ-סטיקס חד פעמי יח	8.9		
צ'וקטה בייגלה דבש 200 גר	14.5		
צ'וקטה גריסיני מלח120גרם	8.0		
צ'וריסוס אלגאוצ'ו 400 גר	24.9		
צ'יה מן הטבע 250 גרם	10.0		
צ'יטוס PUFFS גבינה20*10ג	15.3		
צ'יטוס חטיף גבינה30*8ג	17.9		
צ'יטוס קטשופ מארז 20*10	15.3		
צ'יטוס קראנץ' שמנת בצל80	4.9		
צ'ילי חריף 700 גרם	11.9		
צ'ילי כתוש חריף 30 גרם	7.9		
צ'ילי כתוש חריף 70 גרם	11.9		
צ'ילי מקסיקני גרוס 70גרם	12.9		
צ'ילי מתוק 700 גרם	11.9		
"צ'ילי מתוק 700 מ""ל"	10.0		
צ'ימיצ'ורי 180ג שדה אדמה	14.9		
צ'יפס אורז חום מלח ים60ג	7.6		
צ'יפס אורז חום פפריקה60ג	7.6		
צ'יפס אורז טקסס ברביק60	7.6		
צ'יפס אמריקאי 1.5 קג	25.9		
צ'יפס בטטה 500 גרם	19.9		
צ'יפס בטטה סלק 110 גרם	22.9		
צ'יפס ברביקיו 45*32ג	5.2		
צ'יפס גלי 45*32גרם	5.2		
צ'יפס גלי עגבניות 45 גרם	5.2		
צ'יפס למיקרו 125*3ג	16.3		
"צ'יפס לתנור 1.5 ק""ג"	25.9		
צ'יפס קלאסי 1.5 קג	25.9		
צ'יפס קלאסי 45 גרם	5.2		
"צ'יפס קלאסי קפוא 2.5 ק""ג"	39.9		
צ'יפס קפוא אמריקאי 1.5 ק	25.9		
צ'יריוס ט.דבש ושקדים500ג	23.9		
צ'ריוס שיבולת שועל 500 ג	23.9		
צבע אינטנסיב פלטה 6-88'	22.9		
צבע לשיער 1 שחור	39.9		
צבע לשיער 5.3 חום זהוב	39.9		
צבע לשיער גוון 4 חום	39.9		
צבע לשיער פלטה קיט 1-0	37.9		
צבע לשיער קולור נטורלס 5	19.9		
צבע סמי קיט פלטה 9-0	22.9		
צבע סמי קיט פלטה מ4-60.	22.9		
צבע סמי קיט פלטה מס1-0'	22.9		
צבע סמי קיט פלטה מס1-1'	22.9		
צבע סמי קיט פלטה מס10-1'	22.9		
צבע סמי קיט פלטה מס3-0'	22.9		
צבע סמי קיט פלטה מס3-65	22.9		
צבע סמי קיט פלטה מס7-0'	22.9		
צבע סמי קיט פלטה מס8-0'	22.9		
צבע שיער 6 בלונד כהה	39.9		
צבע שיער 8 בלונד בהיר	39.9		
צבע שיער אקסלנס 5 חום	39.9		
צבע שיער פלטה קיט 4.65	37.9		
צבע שיער קולור נטורל5.15	19.9		
צבע שיער קולור נטורלס111	19.9		
צהוב.טבעונית אורגינלי200	25.9		
צהובה הולנדית מחיר לפי מ	47.0		
צהובה חריפה במשקל	47.0		
צהובה טבעונית מוצרלה200ג	25.9		
צהובה טבעונית צדר 200גר	25.9		
צהובה טבעונית קלאסי200ג	25.9		
צהובה מעושנת במשקל	49.0		
צוואר כבש טרי (עצמי)משקל	89.9		
צונגו סופר קראנץ חריף600	39.9		
צוקטה פתי בר חמאה400ג	9.9		
צוקטה שוקול.מריר70% 100ג	12.9		
צוריסו נקניקיות עוף	26.9		
ציזיקי למריחה	17.2		
ציזיקי לשתיה	11.6		
ציטוס גבינה 80 גרם	4.9		
צילי כתוש במיכל 25 גרם	6.5		
צימוק בהיר 300 גרם	15.9		
צימוק חום מיובש	30.0		
צימוק כהה 330 גרם	13.9		
צימוק לבן 330 גרם	15.9		
צימוק לבן מיובש גדול	49.0		
צימוק לבן קטן	44.0		
צימרוני אוזניים מעץ300יח	4.5		
"צינורות ל.גלוטן כשל""פ400"	16.9		
ציפוי פז ל.גלוט.מתובל500	29.9		
ציפורן טחון 40 גרם	10.0		
ציפס בטטה זיג זג 500 גרם	19.9		
ציפס בטטה זיגזג קפוא500ג	17.9		
ציפס ירקות טעם טבעי110ג	22.9		
ציפס פלפל צ'ילי 45*32גרם	5.2		
"ציפס קפוא זיגזג 1.5 ק""ג"	23.9		
"ציפס קפוא קלאסי 1.5 ק""ג"	25.9		
ציר עוף קנור 300 גרם	33.9		
צלחות גדולות 8 עלי דקל	12.9		
צלחות גדולות חד פעמיות66	22.9		
צלחות גדולות קלאסי 10 יח	14.9		
צלחות גדולות קלאסיק 100	15.9		
צלחות ענקיות '10 10 יח	15.9		
צלחות קטנות 7 עלי דקל 10	10.9		
צלחות קטנות קלאסי 10 יחי	12.9		
צלחות קטנות קלאסיק 100 י	15.9		
צלחת גדולה BASIC 100 יח'	19.9		
צלחת גדולה BASIC 50 יח,'	11.9		
צלחת גדולה לבנה ELEGANT	12.9		
צלחת לבן ELEGANT ענק 25	17.9		
צלחת מנה עיקרית BASIC 30	11.9		
צלחת מרקיה קנה סוכר 25 י	6.9		
צלחת עגולה 10 קנה סוכר 2	12.9		
צלחת עגולה 7 קנה סוכר 25	6.9		
צלחת עגולה 9 קנה סוכר	9.9		
צלחת קטנה BASIC 100 יח,'	16.5		
צלחת קטנה BASIC 50 יח,'	9.0		
צלחת קטנה לבנה ELEGANT 9	10.0		
צלחת קרם ELEGAN ענק	17.9		
צלחת קרם ELEGANT גדולה	12.9		
צלי ברשת מעובוד קפוא	59.9		
צלי כתף 5 קפוא מעובד	59.9		
צלי כתף טרי מוכשר	99.9		
צלי כתף מס 5 חלק קפוא	69.9		
צלי עגל מעובד ארוז קפוא	59.9		
צלעות אסאדו מעושנות 150ג	29.9		
צלעות טלה טרי )עצמי( מחי	189.9		
צלעות טרי	79.9		
צלפים במי מלח 350 גרם	13.5		
צמד חמד 700 גרם	26.9		
צמד כפרי ברביקיו 600גרם	34.9		
צמד פטריות מעורב	17.9		
צמד פטריות פורטובלו	17.9		
צמד פטריות שמפניון	17.9		
"צמר גפן פרוס ""בלונס100""ג"	7.0		
צמר גפן רפואי 100 גרם	7.0		
צנובר 100גרם	29.9		
צנובר 120 גרם	24.9		
צנוברים	199.0		
צנונית יחידה	5.9		
צנימים 250 גרם	8.0		
"צנצנת בזוקה ענבים לל""ס66"	11.5		
צנצנת ביג בזוקה צ'יקלט96	15.9		
צנצנת ביג מנטה עדינה 96	15.9		
צנצנת מסטיקים מאסט פירות	11.5		
צפתית מעודנת 5% 200 גרם	15.9		
ק. גוף אפקטיב קר קאקא450	28.9		
ק.אינטנסיבי פנים וגוף200	24.9		
ק.גוף אפקטיב קר יבש 700מ	29.9		
ק.גוף אפקטיב קר רגיל700מ	29.9		
ק.גוף אפקטיב קר שיבול700	29.9		
ק.גוף אפקטיב קר.יבש450מל	28.9		
ק.דק קינואה/ציה פשתן150	10.9		
ק.ידיים אפקטיב קר יבש150	17.9		
ק.ידיים שיבולת שועל 150מ	17.9		
ק.לחות סיליקון לשיער400מ	19.9		
ק.לחות קרמה שיער יבש400מ	19.9		
ק.לחות+שמן אגוז ברזיל400	19.9		
קאווה איבריקה חצי יבש750	35.9		
קאווה אימבריקה	35.9		
קבב אמיתי 100% 440גרם	19.9		
קבב אנטריקוט קצבים	29.9		
קבב אסאדו 400 גרם	29.9		
קבב ביתי קצביה 600גרם	29.9		
קבב בלדי הקצביה 500 גרם	29.9		
קבב בקר בית יוסף 500 גרם	20.9		
קבב וונדרס	30.9		
קבב טלה וצנובר קצביה	29.9		
קבב כבש קפוא 400 גרם	16.9		
קבב מזרחי קפוא 400 גרם	16.9		
קבב פטריות טבעוני 360	35.9		
קבב רומני 600גרם	29.9		
קבב רומני קפוא 400 גרם	16.9		
קבבוני השוק 800 גרם	49.9		
קבוקים	35.0		
קבוקים 170 גרם	8.9		
קבוקים שומשום 180 גרם	9.9		
קבנוס 120 גרם	11.9		
קבנוס 135 גרם	11.9		
קבנוס בטעם פיקנטי 120 ג	11.9		
קבנוס בטעם שום 135 גרם	11.9		
קבנוס בתיבול שום 120 גרם	11.9		
קבנוס מיוחד 160 גרם	19.9		
קבנוס מעודן 135 גרם	11.9		
קבנוס פפרוני קלאסי 125גר	16.5		
קבנוס קלאסי 125גרם	16.5		
"קברנה אימפרשן 750 מ""ל"	51.9		
"קברנה הר תבור 750 מ""ל"	39.9		
"קברנה ויזן 750 מ""ל"	41.9		
קברנה טורס דה אספניה750מ	44.9		
קברנה מרלו P.C	46.9		
קברנה מרלו סלקטד	32.9		
קברנה סוביניון טוליפ750מ	76.9		
קברנה סוביניון סלקטד750מ	32.9		
קברנה סוביניוןP.C. 750מל	46.9		
קברנה סובניון יבש אשבל	39.9		
"קברנה פרמייר 750 מ""ל"	27.9		
"קברנה רזרב גולד 750 מ""ל"	50.9		
קברנה שיראז סדרה אזורית	66.9		
קדאיף 82 גרם	8.5		
קדאיף שערות בצק 450 גרם	23.9		
קוב.בולג.מעודנת 5% 200ג	24.9		
קוב.בולגרית מעודנת5% 200	25.3		
קובה ביתי במילוי בשר 400	14.9		
קובה בשר מטוגן 1 קג של	23.9		
קובה חמוסטה 1קג	23.9		
קובה חמוסטה מילוי בשר400	14.9		
קובה למרק 1 קג'	23.9		
קובה מרק במילוי בשר 400	14.9		
קובה סלק 400 גרם	34.9		
קוביות בולגרית מעודנת16%	24.9		
קוביות בטטה קלופות מוקפא	20.9		
קוביות וופל קקאו250גרם	11.0		
